  (0, 0)	0.00161930392879
  (0, 3)	0.00304158214147
  (0, 4)	0.0086968154308
  (0, 7)	0.00884580205533
  (0, 8)	0.027814931051
  (1, 0)	0.00739585929015
  (1, 2)	0.00754079266244
  (1, 4)	0.00397210320157
  (2, 0)	0.00234605035435
  (2, 3)	0.00503617086605
  (2, 4)	0.0152999530727
  (2, 5)	0.00382833207283
  (2, 6)	0.00224796612998
  (2, 8)	0.0191896764695
  (2, 9)	0.0180973913877
  (3, 0)	0.00422910991711
  (3, 1)	0.00755498546561
  (3, 2)	0.00179666079472
  (3, 3)	0.00297886910763
  (3, 4)	0.00709791637394
  (3, 5)	0.00150962579161
  (3, 6)	0.0106372830274
  (3, 8)	0.00605365051511
  (3, 9)	0.00317170776898
  (4, 0)	0.00100764545787
  :	:
  (521, 2)	0.00706524717922
  (521, 3)	0.0390473383027
  (521, 5)	0.0593650142375
  (521, 6)	0.01394346559
  (522, 0)	0.00125068189622
  (522, 1)	0.005957996668
  (522, 2)	0.00212531825716
  (522, 3)	0.00234918945886
  (522, 4)	0.0167926314213
  (522, 6)	0.00838875165576
  (522, 7)	0.020496370616
  (523, 0)	0.00341853051633
  (523, 1)	0.00542839696418
  (523, 2)	0.00580920323625
  (523, 3)	0.0192633535627
  (523, 5)	0.0195244935714
  (523, 6)	0.0114646272629
  (524, 0)	0.00229602795873
  (524, 1)	0.00364593825953
  (524, 3)	0.00862538219223
  (524, 6)	0.030800491154
  (525, 0)	0.0118333748642
  (525, 1)	0.018790604876
  (525, 2)	0.0201087804332
  (525, 6)	0.0396852482177
